"","Name","City","Lat","Long","dummy"
"10869","SANDY'S RESIDENTIAL CARE HOME","SAN JOSE",37.2386328,-121.8323131,1
"10870","SANDY CREEK CARE HOME","LAKE FOREST",33.6388154,-117.6691977,1
"10871","SANDY LODGE CARE HOME","SUN CITY",33.713115,-117.2112435,1
"10872","SANDY LODGE II CARE HOME","SUN CITY",33.7137209,-117.2077368,1
"10873","SANS SOUCI","WALNUT CREEK",37.913751,-122.032613,1
"10874","SANTA ANITA HOUSE","BURBANK",34.1724908,-118.3109397,1
"10875","SANTA ANITA RETIREMENT CENTER","TEMPLE CITY",34.1037654,-118.0452617,0
"10876","SANTA BARBARA GUEST HOME FOR THE ELDERLY","DALY CITY",37.7027229,-122.4643463,1
"10877","SANTA BARBARA GUEST HOME #2","PASADENA",34.1558178,-118.1354709,1
"10878","SANTA CLARA CARE HOME","DANVILLE",37.8034238,-121.9860963,1
"10879","SANTA CLARITA CHRISTIAN SENIOR CARE","CANYON COUNTRY",34.4667178,-118.4046962,1
"10880","SANTA CLARITA HOME FOR THE ELDERLY #1","SAUGUS",34.4454646,-118.5128421,1
"10881","SANTA CLARITA HOME FOR THE ELDERLY #2","VALENCIA",34.3978122,-118.5427361,1
"10882","SANTA CLARITA HOME FOR THE ELDERLY #3","SAUGUS",34.4507978,-118.5044927,1
"10883","SANTA CLARITA HOMES FOR ELDERLY #4","VALENCIA",34.3849687,-118.5421832,1
"10884","SANTA CLARITA HOMES FOR ELDERLY #5","SAUGUS",34.4471853,-118.5123589,1
"10885","SANTA FE HOME CARE HOMES","TORRANCE",33.8224892,-118.3249869,1
"10886","SANTA FE HOME CARE II","TORRANCE",33.8221272,-118.3223277,1
"10887","SANTA FE HOME CARE III","HARBOR CITY",33.8147057,-118.3063562,1
"10888","SANTA FE TRAIL ASSISTED LIVING CENTER","YUCCA VALLEY",34.1155671,-116.4550392,0
"10889","SANTA MARIA TERRACE","SANTA MARIA",34.953741,-120.4132342,0
"10890","SANTA MARTHA II","SAN DIEGO",32.8318847,-117.1927002,1
"10891","SANTA MARTHA RESIDENTIAL","SAN DIEGO",32.8544862,-117.2074587,1
"10892","SANTA MARTHA RESIDENTIAL I","SAN DIEGO",32.8541418,-117.2089495,1
"10893","SANTA MARTHA RESIDENTIAL III","SAN DIEGO",32.8463193,-117.2159993,1
"10894","SANTA MARTHA RESIDENTIAL IV","SAN DIEGO",32.8580147,-117.2091942,1
"10895","SANTA MARTHA RESIDENTIAL VI","SAN DIEGO",32.8577714,-117.1908385,1
"10896","SANTA MARTHA RESIDENTIAL VII","SAN DIEGO",32.8532424,-117.2087202,1
"10897","SANTA MONICA HOME & CARE 1","SANTA MONICA",34.027242,-118.497288,1
"10898","SANTA MONICA HOME & CARE II","SANTA MONICA",34.0272618,-118.4972486,1
"10899","SANTA MONICA HOME & CARE III","SANTA MONICA",NA,NA,1
"10900","SANTA MONICA HOME & CARE IV","SANTA MONICA",34.027357,-118.4973601,1
"10901","SANTA MONICA PAVILION","LOS ANGELES",34.0409079,-118.4625463,0
"10902","SANTA TERESA CARE HOME","PITTSBURG",38.0127366,-121.9627445,1
"10903","SANTEE ELDERLY CARE","SANTEE",32.8390031,-117.0174163,1
"10904","SANTEE GOLDEN CARE","SANTEE",32.8697426,-116.977265,1
"10905","SANTIAGO HOME CARE","SAN FRANCISCO",NA,NA,1
"10906","SANTILLA GUEST HOME","SAN DIEGO",32.9194932,-117.1264396,1
"10907","SANTO NINO RESIDENTIAL CARE HOME","SALINAS",36.7041558,-121.6164867,1
"10908","SANTO NINO RESIDENTIAL CARE HOME #1","SAN JOSE",37.343567,-121.898184,1
"10909","SANTO NINO RESIDENTIAL CARE HOME #2","SAN JOSE",37.3435736,-121.898038,1
"10910","SAPPHIRE CHARDONNAY","SAN MARCOS",33.1518428,-117.1548772,1
"10911","SAPPHIRE ESCONDIDO ESTATES","ESCONDIDO",33.0774667,-117.0745076,1
"10912","SAPPHIRE LAKE SAN MARCOS","SAN MARCOS",33.1297335,-117.2090454,1
"10913","SARA'S HOME AWAY FROM HOME","VALENCIA",34.3974775,-118.5513833,1
"10914","SARAH'S CARE HOME","LANCASTER",34.6802457,-118.0640688,1
"10915","SARAH'S ELDERLY CARE","WINDSOR",38.5305026,-122.7841897,1
"10916","SARAH'S RETIREMENT HOME FOR DD SENIORS","SANTA ROSA",38.4549411,-122.7133173,1
"10917","SARAH'S SENIOR RESIDENTIAL CARE","SANTA ROSA",38.4509953,-122.7398489,1
"10918","SARAH JANE GUEST HOME","LOMA LINDA",34.04349,-117.2482597,1
"10919","SARASONA HOME CARE","BONITA",32.655667,-117.061873,1
"10920","SARATOGA PARK CARE HOME LLC","FREMONT",37.5183516,-121.9692846,1
"10921","SATUKI CARE HOME","SACRAMENTO",38.5151684,-121.521408,1
"10922","SCANDIA CARE FOR ELDERLY","CARMICHAEL",38.616674,-121.324314,1
"10923","SCANDIA CARE FOR ELDERLY II","SACRAMENTO",38.6912891,-122.0170136,1
"10924","SCENIC VIEW HOME CARE","RIVERSIDE",33.9916528,-117.443769,1
"10925","SCHARD'S HOUSE","SANTEE",32.8327995,-117.0144061,1
"10926","SCHON HYME REST HOME","SAN RAFAEL",37.984331,-122.5227842,1
"10927","SCHWED ADULT FAMILY HOME 4","PASO ROBLES",35.618659,-120.6741503,1
"10928","SCIENN HAIL HOME CARE II","ANTIOCH",37.9613834,-121.7574032,1
"10929","SCIENN HAIL HOME CARE III","ANTIOCH",37.9609299,-121.7927664,1
"10930","SCIENN HAIL HOME CARE INC.","ANTIOCH",37.9559163,-121.7871113,1
"10931","SCOTT RESIDENTIAL CARE HOME","HAYWARD",37.6381966,-122.0819858,1
"10932","SCOTT VILLA","HAYWARD",37.6482827,-122.1175932,0
"10933","SEA BREEZE CARE HOME, INC.","ALAMEDA",37.7649879,-122.2665065,1
"10934","SEA BREEZE MANOR","LONG BEACH",33.8160903,-118.1915014,1
"10935","SEA BREEZE MANOR","OXNARD",34.1855542,-119.2148095,1
"10936","SEA BREEZE RESIDENTIAL CARE CORPORATION","SAN PEDRO",33.7247601,-118.3231108,1
"10937","SEA BREEZE SENIOR LIVING","LA JOLLA",32.8183947,-117.2323957,1
"10938","SEA CLIFF HEALTHCARE CENTER","HUNTINGTON BEACH",33.6886057,-117.991601,0
"10939","SEA GARDENS","LOS OSOS",35.3082458,-120.8340876,1
"10940","SEA VIEW MANOR","RANCHO PALOS VERDES",33.735381,-118.3506643,1
"10941","SEABREEZE RESIDENTIAL FACILITY","LOS ANGELES",34.0521435,-118.3320659,1
"10942","SEACREST","CARSON",33.8172369,-118.2748662,1
"10943","SEARCY HOME","PORTERVILLE",36.0800544,-119.0726829,1
"10944","SEASIDE COTTAGE I","COSTA MESA",33.6843207,-117.89994,1
"10945","SEASIDE TERRACE I","DANA POINT",33.4906005,-117.7296984,1
"10946","SEASIDE TERRACE II","LAGUNA NIGUEL",33.5432964,-117.6904423,1
"10947","SEASIDE TERRACE III","MISSION VIEJO",33.6136769,-117.6859828,1
"10948","SEASIDE TERRACE RETIREMENT COMMUNITY","FOUNTAIN VALLEY",33.712874,-117.955982,0
"10949","SEASON'S ASSISTED CARE HOME","REDDING",40.6145475,-122.3973861,1
"10950","SEASONS AT LA JOLLA, THE","LA JOLLA",32.8236031,-117.2747215,0
"10951","SEASONS AT LAGUNA","LAGUNA NIGUEL",33.5399711,-117.6854723,1
"10952","SEASONS AT LAGUNA-4","MISSION VIEJO",33.6125646,-117.6940327,1
"10953","SEASONS AT LAGUNA - 2","LAGUNA NIGUEL",33.5423845,-117.6894931,1
"10954","SEASONS AT LAGUNA - 3","MISSION VIEJO",33.6156732,-117.6715322,1
"10955","SEAVIEW CARE HOME II","SAN CLEMENTE",33.4639705,-117.6341061,1
"10956","SEAVIEW GUEST HOME","APTOS",36.9859132,-121.9114253,1
"10957","SEAVIEW HOME","RANCHO PALOS VERDES",33.73436,-118.351291,1
"10958","SEBASTIAN HILLS CARE HOME","ROSEVILLE",38.770076,-121.2367419,1
"10959","SECURE SENIORS","ESCONDIDO",33.1527152,-117.0462143,0
"10960","SEDGWICK MANOR GUEST HOME","STOCKTON",NA,NA,1
"10961","SEDONA GUEST HOME","TORRANCE",33.8323824,-118.3736773,1
"10962","SEEGAL RESIDENTIAL CARE","VICTORVILLE",34.4819119,-117.315703,1
"10963","SEFORA'S HOME CARE","ORANGEVALE",38.6848134,-121.2040307,1
"10964","SEIKO'S PLACE","CONCORD",37.9650422,-121.9679388,1
"10965","SEIKO'S PLACE #2","CONCORD",37.9592124,-121.9618694,1
"10966","SELECT HOME CARE FOR ELDERLY","ANTELOPE",38.7076008,-121.3924088,1
"10967","SELECT SENIOR LIVING I","THOUSAND OAKS",34.1977787,-118.8806489,1
"10968","SELECT SENIOR LIVING II","THOUSAND OAKS",34.212032,-118.8792053,1
"10969","SELECT SENIOR LIVING III","THOUSAND OAKS",34.2046868,-118.8781775,1
"10970","SENIOR'S NEST","STEVENSON RANCH",34.3900305,-118.5994992,1
"10971","SENIOR ADVOCATES RESIDENTIAL CARE","GOLETA",34.4484554,-119.8367293,1
"10972","SENIOR ASSISTANCE NETWORK, INC.","WOODLAND HILLS",34.1585089,-118.5886118,1
"10973","SENIOR CARE ASSISTED LIVING INC","ANDERSON",40.4503106,-122.2847891,1
"10974","SENIOR CARE AT NORTHRIDGE INC.","NORTHRIDGE",34.2367432,-118.5517918,1
"10975","SENIOR CARE OF GRANITE BAY","GRANITE BAY",38.7250906,-121.1783739,1
"10976","SENIOR CARE VILLA OF LOOMIS","LOOMIS",38.8277878,-121.1786122,0
"10977","SENIOR CARE & COMFORT LIVING","EL CAJON",32.8128336,-116.9469699,1
"10978","SENIOR CARE & SUPERVISION","SAN DIEGO",32.9075889,-117.145925,1
"10979","SENIOR COMFORT CARE","ENCINITAS",33.0491175,-117.282063,1
"10980","SENIOR FOCUS RESIDENTAL CARE #3","RIVERSIDE",33.9472702,-117.3306935,1
"10981","SENIOR FOCUS RESIDENTIAL CARE","MORENO VALLEY",33.9630596,-117.2367231,1
"10982","SENIOR GARDEN","FAIR OAKS",38.675904,-121.257153,1
"10983","SENIOR HAVEN","WEST HILLS",34.2093594,-118.6150086,1
"10984","SENIOR HOME CARE INC. DBA MARIPOSA GUEST HOME","LANCASTER",34.6981153,-118.1894576,1
"10985","SENIOR HOME PROFESSIONAL CARE 1","LA QUINTA",33.7215021,-116.2787789,1
"10986","SENIOR HOME PROFESSIONAL CARE II","LA QUINTA",33.7204816,-116.2816836,1
"10987","SENIOR HOPE MANOR","PALM DESERT",33.7801446,-116.3739951,1
"10988","SENIOR LIVING LIFESTYLE- PALOS VERDES","PALOS VERDES ESTATES",33.7996926,-118.3661611,1
"10989","SENIOR SWEET HOME","ELK GROVE",38.4120792,-121.4788019,1
"10990","SENIORS' HAVEN LLC","BURBANK",34.1823179,-118.352815,1
"10991","SENIORS AT CRANE","FOSTER CITY",37.5700267,-122.2612398,1
"10992","SENIORS WAY INC.","SIMI VALLEY",34.3062731,-118.7550576,1
"10993","SENIORS WITH GRACE CARE HOME","REDWOOD CITY",37.4813081,-122.2532136,1
"10994","SEQUOIA CARE HOME","BUENA PARK",33.81748,-118.015991,1
"10995","SERENE LIFE SENIOR CARE","SUN VALLEY",34.2095874,-118.3754182,1
"10996","SERENE NATURE ASSISTED LIVING","SUN VALLEY",34.2313613,-118.3707232,1
"10997","SERENE SUNSET I","EL CAJON",32.8171525,-116.938658,1
"10998","SERENE VALLEY CARE HOME","LAKE FOREST",33.6274391,-117.7054521,1
"10999","SERENE VILLA SENIOR CARE","SANTA MARIA",34.9252225,-120.4617458,1
"11000","SERENITY ASSISTED LIVING","RIVERSIDE",33.9255048,-117.4410436,1
"11001","SERENITY ASSISTED LIVING","BUENA PARK",33.8363944,-118.0224166,1
"11002","SERENITY BOARD AND CARE","SANTA ROSA",38.4708542,-122.6544619,1
"11003","SERENITY CARE HEALTH EVERGREEN","SAN GABRIEL",34.1038534,-118.1020451,1
"11004","SERENITY CARE HEALTH EVERGREEN COTTAGE","SIERRA MADRE",34.1649685,-118.0484978,1
"11005","SERENITY CARE HOME","ANTELOPE",38.709458,-121.3669343,1
"11006","SERENITY CARE HOME OF ROSEVILLE LLC","ROSEVILLE",38.7372036,-121.2775615,1
"11007","SERENITY CARE HOME RCFE","SUNNYVALE",37.3946345,-122.0063157,1
"11008","SERENITY CARE MANOR","FAIRFIELD",38.2648279,-122.0740125,1
"11009","SERENITY COVE ASSISTED LIVING","NEWHALL",34.3952795,-118.4721599,1
"11010","SERENITY FAMILY CARE HOME","ELK GROVE",38.4494969,-121.3627827,1
"11011","SERENITY FAMILY GUEST HOME","SACRAMENTO",38.681431,-121.4986528,1
"11012","SERENITY GARDEN HOMES LLC","FRESNO",36.7379895,-119.708685,1
"11013","SERENITY GARDENS","REDDING",40.585304,-122.4006894,0
"11014","SERENITY GUEST HOME - IV","SAN PEDRO",33.7566897,-118.3004667,1
"11015","SERENITY GUEST HOME II","SAN PEDRO",33.7247601,-118.3231108,1
"11016","SERENITY GUEST HOME III","SAN PEDRO",33.7554661,-118.2998001,1
"11017","SERENITY HAVEN","CANYON LAKE",33.6815624,-117.2363581,1
"11018","SERENITY HEIGHTS","CAMARILLO",34.2456885,-119.0314242,1
"11019","SERENITY HILL RESIDENTIAL CARE HOME","OAKDALE",37.7756126,-120.8481757,1
"11020","SERENITY HILLS MANOR","ANAHEIM",33.8524018,-117.7596084,1
"11021","SERENITY HOME CARE","CITRUS HEIGHTS",38.6812624,-121.3106252,1
"11022","SERENITY HOME RCFE","PANORAMA CITY",34.2271801,-118.4223551,1
"11023","SERENITY LIVING","FONTANA",34.1672106,-117.4679927,1
"11024","SERENITY LIVING","LAGUNA NIGUEL",33.528869,-117.7145517,1
"11025","SERENITY LIVING","FRESNO",36.8152588,-119.8399415,1
"11026","SERENITY LIVING II","FRESNO",36.8121425,-119.8256957,1
"11027","SERENITY LIVING VILLAGE","ALTADENA",34.1937236,-118.1625282,1
"11028","SERENITY OF SILICON VALLEY","SAN JOSE",37.2455477,-121.8554529,1
"11029","SERENITY OF SILICON VALLEY","SAN JOSE",37.2455117,-121.8552765,1
"11030","SERENITY OF SILICON VALLEY INC","SAN JOSE",37.2458145,-121.8553645,1
"11031","SERENITY RCFE, LLC","SAN DIEGO",32.8324785,-117.226359,1
"11032","SERENITY SENIOR CARE HOME","LAKE FOREST",33.629416,-117.708264,1
"11033","SERENITY SENIOR CARE HOME II","LAGUNA HILLS",NA,NA,1
"11034","SERENITY SENIORS HOME I","COMPTON",33.8944611,-118.2047394,1
"11035","SERENITY SENIORS HOME II","LOS ANGELES",33.9114841,-118.267245,1
"11036","SERENITY SENIORS HOME III","COMPTON",33.8946023,-118.2042253,1
"11037","SERENITY VILLA","VISTA",33.1963789,-117.2594791,1
"11038","SERENITY VILLA","SEBASTOPOL",38.3985914,-122.8210242,0
"11039","SERRA MESA GUESTS HOME II","SAN DIEGO",32.6917314,-117.0318019,1
"11040","SERRA MESA GUESTS HOME III, LLC","SAN DIEGO",32.7982302,-117.1274511,1
"11041","SERRA MESA GUESTS HOME, LLC","SAN DIEGO",32.7905995,-117.1450525,1
"11042","SERRANO MANOR","EL DORADO HILLS",38.6729261,-121.0415634,1
"11043","SERRANO RCFE III","DESERT HOT SPRINGS",33.9524067,-116.5114952,1
"11044","SERRANO RESIDENTIAL CARE FOR THE ELDERLY","PALM SPRINGS",33.8541685,-116.5243309,1
"11045","SERRANO RESIDENTIAL CARE II","DESERT HOT SPRINGS",33.9524067,-116.5114952,1
"11046","SERVING HANDS LLC","DANVILLE",37.7847615,-121.9732958,1
"11047","SEVEN SEAS ELDER CARE","DANA POINT",33.4887785,-117.7279704,1
"11048","SEVEN SISTERS HOME CARE","CATHEDRAL CITY",33.8251072,-116.4606601,1
"11049","SEVENTH HEAVEN RESIDENTIAL CARE HOME LLC","RODEO",38.0430409,-122.2514969,1
"11050","SEVILLE GARDENS","SAN JOSE",37.379319,-121.8737072,1
"11051","SFAL - THE AVENUE","SAN FRANCISCO",37.7853702,-122.42157,0
"11052","SHADED ARBOR GROVELAND TERRACE","EL CAJON",32.8149224,-116.9311343,1
"11053","SHADY OAKS CARE HOME","CITRUS HEIGHTS",38.6969817,-121.2583777,1
"11054","SHADY REST, THE","SAN LUIS OBISPO",35.278879,-120.6486083,1
"11055","SHAEMAR RESIDENTIAL CARE I","FRESNO",36.8297659,-119.7546407,1
"11056","SHAEMAR RESIDENTIAL CARE II","FRESNO",36.8253362,-119.7575155,1
"11057","SHAFFER HOME, THE","ORANGE",33.81771,-117.8492455,1
"11058","SHALEV SENIOR LIVING #1","VALLEY GLEN",34.1772935,-118.4270369,1
"11059","SHALEV SENIOR LIVING #2","VALLEY GLEN",34.1756304,-118.4251188,1
"11060","SHALEV SENIOR LIVING #3","VALLEY GLEN",34.1759053,-118.4254362,1
"11061","SHALEV SENIOR LIVING #4","VALLEY GLEN",34.1843544,-118.4337922,1
"11062","SHALEV SENIOR LIVING #5","VALLEY GLEN",34.1832228,-118.4327542,1
"11063","SHALIN CARE I","LAGUNA NIGUEL",33.5405243,-117.6882298,1
"11064","SHALIN CARE II","MISSION VIEJO",33.6090438,-117.6862447,1
"11065","SHALIN CARE III","MISSION VIEJO",33.6048016,-117.6837284,1
"11066","SHALIN CARE IV","MISSION VIEJO",33.6077633,-117.6600076,1
"11067","SHALOM ELDERLY CARE, INC. 4","WOODLAND HILLS",34.1783357,-118.6119222,1
"11068","SHALOM ELDERLY CARE, INC. 5","WOODLAND HILLS",34.1786128,-118.611914,1
"11069","SHALOM ELDERLY CARE, INC. 6","WOODLAND HILLS",34.1716306,-118.6398748,1
"11070","SHALOM ELDERLY CARE, INC. #1","WEST HILLS",34.1903957,-118.6229138,1
"11071","SHALOM ELDERLY CARE, INC. #2","WOODLAND HILLS",34.1751474,-118.650218,1
"11072","SHALOM ELDERLY CARE, INC. #3","WOODLAND HILLS",34.1798142,-118.654805,1
"11073","SHALOM HOUSE","SAN RAFAEL",38.0140764,-122.5566703,1
"11074","SHALOM MOUNTAIN VIEW","MT. VIEW",37.3853212,-122.0868018,1
"11075","SHAMROCK PLACE, THE","GRANADA HILLS",34.283371,-118.510767,1
"11076","SHAMROCK RESIDENTIAL CARE HOME","CAMPBELL",37.2721867,-121.9446995,1
"11077","SHANGRI-LA II","FOUNTAIN VALLEY",33.7314439,-117.9505607,1
"11078","SHANGRI-LA RCE #1","HUNTINGTON BEACH",33.7260233,-118.0482139,1
"11079","SHANNEN GUEST HOME","LIVERMORE",37.7216936,-121.7282246,1
"11080","SHANNON ROSE CARE HOME","SAN PABLO",37.9953351,-122.3142725,1
"11081","SHARON'S CARE HOME","REDDING",40.6218277,-122.4007251,1
"11082","SHEIFERD RESIDENTIAL CARE FOR THE ELDERLY","HAYWARD",37.6135287,-122.0325579,1
"11083","SHEILA'S CRYSTAL CARE HOME III","ANTIOCH",37.9578375,-121.7919115,1
"11084","SHEPHERD'S INN","CASTROVILLE",36.7564459,-121.746578,1
"11085","SHEPHERD HOMES 1","STOCKTON",38.0026823,-121.3241617,0
"11086","SHEPHERD HOMES 2","STOCKTON",38.0028653,-121.3242282,0
"11087","SHEPHERD WATCH ELDERLY CARE HOME","BANNING",33.9303843,-116.9115395,1
"11088","SHERCON GUEST HOMES","GARDEN GROVE",33.7675667,-117.9629655,1
"11089","SHERMAN OAKS GARDENS II","SHERMAN OAKS",34.1701344,-118.4453933,1
"11090","SHERWOOD FOREST MANOR 2","MODESTO",37.6819029,-120.9860266,1
"11091","SHILOH GREEN MANOR","WINDSOR",38.5345908,-122.8113391,1
"11092","SHINE PLACE","SAN DIEGO",32.7082601,-117.042874,1
"11093","SHINING BRIGHT SENIOR CARE HOME","GARDEN GROVE",33.7932946,-117.9714601,1
"11094","SHINING LIGHT RCFE, THE","FRESNO",36.8128644,-119.8430851,1
"11095","SHINKLE COTTAGE","HUNTINGTON BEACH",33.749799,-118.0217905,1
"11096","SHOCKLEY WOODS LOVING HEARTS","AUBURN",38.9226961,-121.0684373,1
"11097","SIEBENTHAL CARE HOME","SACRAMENTO",38.4691512,-121.3892098,1
"11098","SIENA HOME","SAN DIEGO",32.700964,-117.0377688,1
"11099","SIENA HOME CARE","SAN DIEGO",32.6990667,-117.042376,1
"11100","SIERRA BONITA BOARD & CARE FOR THE ELDERLY II","LOS ANGELES",34.0815147,-118.351895,1
"11101","SIERRA BONITA BOARD & CARE FOR THE ELDERLY III","LOS ANGELES",34.0815612,-118.3519376,1
"11102","SIERRA FOOTHILL RCFE","ROSEVILLE",38.7515692,-121.3018121,1
"11103","SIERRA FOOTHILL RCFE II","ROSEVILLE",38.7464322,-121.3089574,1
"11104","SIERRA GUEST HOME","GRASS VALLEY",39.2402997,-121.0381349,0
"11105","SIERRA OAKS OF REDDING","REDDING",40.6178636,-122.3414835,0
"11106","SIERRA OAKS OF REDDING MEMORY CARE","REDDING",40.6173801,-122.3414053,0
"11107","SIERRA PALACE FOR ELDERLY","FRESNO",36.8299926,-119.7764744,1
"11108","SIERRA PALACE FOR ELDERLY #2","FRESNO",36.8230929,-119.8194687,1
"11109","SIERRA PALACE FOR THE ELDERLY","FRESNO",36.8309579,-119.8277888,1
"11110","SIERRA PINE GUEST HOME","RIVERSIDE",33.9223669,-117.490147,0
"11111","SIERRA POINTE","ROSEVILLE",38.76218,-121.308752,0
"11112","SIERRA RIDGE SENIOR LIVING","AUBURN",38.9430962,-121.104586,0
"11113","SIERRA ROSE","PASADENA",34.1425147,-118.0872343,1
"11114","SIERRA VIEW MANOR","GRASS VALLEY",39.2297948,-121.0436728,0
"11115","SIERRA VILLA REST HOME","CLOVIS",36.8306805,-119.7128326,0
"11116","SIERRA VILLAGE ASSISTED LIVING","VISALIA",36.3226845,-119.3579312,0
"11117","SIERRA VISTA","VICTORVILLE",34.5019832,-117.3033067,0
"11118","SIERRA VISTA RESORT","TEHACHAPI",35.15226,-118.607753,1
"11119","SIESTA ASSISTED LIVING","AZUSA",34.123813,-117.902859,1
"11120","SIGNATURE LIVING RCFE","SACRAMENTO",38.4917045,-121.5505779,1
"11121","SILVA BOARD AND CARE","SANTA ROSA",38.4582635,-122.7085482,1
"11122","SILVER AGE VILLA","NEWCASTLE",38.90385,-121.174837,1
"11123","SILVER CREEK SENIOR LIVING","SAN JOSE",37.3002758,-121.7730264,0
"11124","SILVER HILLS HOME CARE","RIVERSIDE,",33.9091746,-117.3719093,1
"11125","SILVER HILLS RCFE","SANTA MARIA",34.9577981,-120.4128448,1
"11126","SILVER LINING CARE HOME","FAIR OAKS",NA,NA,1
"11127","SILVER LINING MANOR","ANAHEIM",33.8215815,-117.9553511,1
"11128","SILVER LIVING HOME CARE","MORENO VALLEY",33.9238725,-117.267892,1
"11129","SILVER MOON ASSISTED LIVING","MURRIETA",33.6029053,-117.1233747,1
"11130","SILVER OAK","KENWOOD",38.419437,-122.57527,1
"11131","SILVER OAK COUNTRY ESTATES I","VISTA",33.2061274,-117.2024605,1
"11132","SILVER OAK COUNTRY ESTATES II","VISTA",33.2057114,-117.2023181,1
"11133","SILVER OAK COUNTRY ESTATES III","VISTA",33.2057893,-117.2029868,1
"11134","SILVER OAKS, SOUTH","POWAY",32.9307527,-117.0605161,1
"11135","SILVER PINES CARE HOME I LLC","ELK GROVE",38.412388,-121.384928,1
"11136","SILVER POINT PLAZA, INC.","MENLO PARK",37.4629248,-122.1611366,0
"11137","SILVER RAIN HOME CARE","DIAMOND BAR",33.9917722,-117.8169374,1
"11138","SILVER STAR","SANTA ROSA",38.4825229,-122.7531831,1
"11139","SILVER TREE VILLA","ESCONDIDO",33.194457,-117.119135,1
"11140","SILVERADO SENIOR LIVING - BEACH CITIES","REDONDO BEACH",33.8520929,-118.3797602,0
"11141","SILVERADO SENIOR LIVING - BELMONT HILLS","BELMONT",37.5161852,-122.2809559,0
"11142","SILVERADO SENIOR LIVING - BERKELEY","BERKELEY",37.8663044,-122.2809869,0
"11143","SILVERADO SENIOR LIVING - BEVERLY PLACE","LOS ANGELES",34.077037,-118.362285,0
"11144","SILVERADO SENIOR LIVING - CALABASAS","CALABASAS",34.148243,-118.6720189,0
"11145","SILVERADO SENIOR LIVING - ENCINITAS","ENCINITAS",33.0537637,-117.2841769,0
"11146","SILVERADO SENIOR LIVING - ESCONDIDO","ESCONDIDO",33.1426925,-117.1033772,0
"11147","SILVERADO SENIOR LIVING - NEWPORT MESA","COSTA MESA",33.6494546,-117.9143527,0
"11148","SILVERADO SENIOR LIVING - SAN JUAN CAPISTRANO","SAN JUAN CAPISTRANO",33.51939,-117.670415,0
"11149","SILVERADO SENIOR LIVING - SIERRA VISTA","AZUSA",34.1468498,-117.9081223,0
"11150","SILVERADO SENIOR LIVING - THE HUNTINGTON","ALHAMBRA",34.1060157,-118.1328757,0
"11151","SILVERADO SENIOR LIVING - TUSTIN HACIENDA","TUSTIN",33.7430277,-117.8214976,0
"11152","SILVERCARE HOMES","LOMA LINDA",34.0446511,-117.2564456,1
"11153","SILVERCREEK HOME CARE","SAN DIEGO",32.801298,-117.025472,1
"11154","SILVERCREST GUEST HOME","SPRING VALLEY",32.6928411,-117.021148,1
"11155","SILVERCREST GUEST HOME","EL CAJON",32.7832681,-116.9777109,0
"11156","SILVERCREST MANOR","BAKERSFIELD",35.3716134,-118.9232404,1
"11157","SILVERGATE FALLBROOK RETIREMENT RESIDENCE","FALLBROOK",33.3788008,-117.2464861,0
"11158","SILVERGATE SAN MARCOS RETIREMENT RESIDENCE","SAN MARCOS",33.1339453,-117.2052684,0
"11159","SILVERLAKE HOME","BAKERSFIELD",35.3898368,-119.0961109,1
"11160","SIMCARE HOMES LLC","RIVERSIDE",33.9197649,-117.329313,1
"11161","SIMI HILLS HOME CARE CENTER, LLC","SIMI VALLEY",34.2724366,-118.6711953,1
"11162","SIMI HOME","SIMI VALLEY",34.2929123,-118.7171268,1
"11163","SIMI VALLEY RESIDENTIAL CARE I","SIMI VALLEY",34.281821,-118.7698163,1
"11164","SIMI VALLEY RESIDENTIAL CARE II","SIMI VALLEY",34.2527019,-118.7681402,1
"11165","SIMI VALLEY RESIDENTIAL CARE III","SIMI VALLEY",34.2810044,-118.765948,1
"11166","SIMI VALLEY RESIDENTIAL CARE IV","SIMI VALLEY",34.285573,-118.7504033,1
"11167","SIMI VALLEY RESIDENTIAL CARE V","SIMI VALLEY",34.2605242,-118.7827339,1
"11168","SIMI VALLEY RESIDENTIAL CARE VI","SIMI VALLEY",34.244489,-118.7721627,1
"11169","SIMLA VILLAS INC.","BELLFLOWER",33.8830755,-118.1293763,0
"11170","SIMLA VILLAS, REDONDO BEACH","REDONDO BEACH",33.8803551,-118.3617025,1
"11171","SIMPLICITY ELDERLY LIVING","SACRAMENTO",38.6173225,-121.4704813,1
"11172","SIMPLY CARING ANGELS LLC","RIDGECREST",35.6018707,-117.6820781,1
"11173","SINGLETREE CARING HANDS","SAN LUIS OBISPO",35.253488,-120.6916819,1
"11174","SIVILAY ELDERLY HOME CARE","PITTSBURG",38.0116529,-121.9317691,1
"11175","SK MARATHON HOME CARE","WEST HILLS",34.2024586,-118.6230658,1
"11176","SKY PARK GARDENS","SACRAMENTO",38.5015755,-121.4378701,0
"11177","SKY SENIOR CARE","SACRAMENTO",38.6323934,-121.3641742,1
"11178","SKYHILL QUALITY LIVING","BURBANK",34.1848198,-118.3543854,1
"11179","SKYHILL QUALITY LIVING #2","BURBANK",34.1747837,-118.3298192,1
"11180","SKYLINE PLACE SENIOR LIVING","SONORA",37.9871701,-120.3640741,0
"11181","SKYLINE VILLA","APPLE VALLEY",34.4824987,-117.2219155,1
"11182","SKYRIDGE ESTATE","AUBURN",38.8847108,-121.0713954,1
