Type,Name,Administrator,Address,City,State,Zip,County.Name,Capacity,License.First.Date,Status,Location,Lat,Long
RESIDENTIAL CARE ELDERLY,ORCHARD INN,"FRANCO, KATHERINE",2228 SYCAMORE AVENUE,SANTA ROSA,CA,95404,SONOMA,6,10/26/2007,LICENSED,"2228 SYCAMORE AVENUE, SANTA ROSA, CA95404",38.4634553,-122.7099913
RESIDENTIAL CARE ELDERLY,ORCHARD PARK ASSISTED LIVING,"SCHUK, ERIK",675 W. ALLUVIAL AVENUE,CLOVIS,CA,93611,FRESNO,148,7/18/2012,LICENSED,"675 W. ALLUVIAL AVENUE, CLOVIS, CA93611",36.8455964,-119.7266115
RESIDENTIAL CARE ELDERLY,ORCHARD VIEW SENIOR CARE,"GRATTIDGE, MICHAEL",3676 DURHAM DAYTON HWY,CHICO,CA,95928,BUTTE,6,9/16/2016,LICENSED,"3676 DURHAM DAYTON HWY, CHICO, CA95928",39.653129,-121.860786
RESIDENTIAL CARE ELDERLY,ORCHID BOARD AND CARE,"HANNESYAN, NARINE",16729 TULSA STREET,GRANDA HILLS,CA,91344,LOS ANGELES,6,7/21/2016,LICENSED,"16729 TULSA STREET, GRANDA HILLS, CA91344",NA,NA
RESIDENTIAL CARE ELDERLY,ORCHID GARDEN RESIDENTIAL CARE,CHERLYN CRADDUCK,1457 18TH ST.,LOS OSOS,CA,93402,SAN LUIS OBISPO,6,4/24/2006,LICENSED,"1457 18TH ST., LOS OSOS, CA93402",35.325222,-120.8236431
RESIDENTIAL CARE ELDERLY,ORCHID LAN,"SOMPORN, LANA",735 MONTE ROSA DRIVE,MENLO PARK,CA,94025,SAN MATEO,6,7/26/2006,LICENSED,"735 MONTE ROSA DRIVE, MENLO PARK, CA94025",37.426273,-122.2028542
RESIDENTIAL CARE ELDERLY,ORCHID VILLA RESIDENTIAL CARE,"SOMPORN, LANA T.",1239 MIDDLE AVENUE,MENLO PARK,CA,94025,SAN MATEO,6,10/13/1992,LICENSED,"1239 MIDDLE AVENUE, MENLO PARK, CA94025",37.440739,-122.1849807
RESIDENTIAL CARE ELDERLY,ORCUTT BOARD AND CARE HOME,ANNIE YAGUE 98,263 CRESCENT AVE.,SANTA MARIA,CA,93455,SANTA BARBARA,6,7/20/1990,LICENSED,"263 CRESCENT AVE., SANTA MARIA, CA93455",34.862153,-120.433838
RESIDENTIAL CARE ELDERLY,OTILIA'S BOARD AND CARE,"KOVAC, OTILIA",24251 BARK STREET,LAKE FOREST,CA,92630,ORANGE,6,10/19/1992,LICENSED,"24251 BARK STREET, LAKE FOREST, CA92630",33.6103905,-117.695676
RESIDENTIAL CARE ELDERLY,OUR COMMUNITY HOUSE OF HOPE,MARTHA PROGULSKE,348 W. AVENIDA DE LOS ARBOLES,THOUSAND OAKS,CA,91360,VENTURA,4,2/27/2012,LICENSED,"348 W. AVENIDA DE LOS ARBOLES, THOUSAND OAKS, CA91360",34.2169763,-118.885157
RESIDENTIAL CARE ELDERLY,OUR COUNTRYSIDE RESORT,SANTIAGO/COMLEY/GARCIA,18111 HAINES ST.,PERRIS,CA,92570,RIVERSIDE,36,12/2/2002,LICENSED,"18111 HAINES ST., PERRIS, CA92570",33.8575198,-117.2924455
RESIDENTIAL CARE ELDERLY,"OUR FAMILY CARE HOME, LLC","CODAY, BRIAN",810 CENTENNIAL DRIVE,VISTA,CA,92081,SAN DIEGO,6,9/30/2011,LICENSED,"810 CENTENNIAL DRIVE, VISTA, CA92081",33.1842371,-117.2561298
RESIDENTIAL CARE ELDERLY,OUR HANDS CARE HOME,"MANIWANG, EDJORICA",3721 LINDEN AVE,LONG BEACH,CA,90807,LOS ANGELES,6,6/12/2017,LICENSED,"3721 LINDEN AVE, LONG BEACH, CA90807",33.8251463,-118.1867701
RESIDENTIAL CARE ELDERLY,OUR HOME THOUSAND OAKS,STEVE MATE,199 JANSS RD.,THOUSAND OAKS,CA,91360,VENTURA,6,7/17/2008,LICENSED,"199 JANSS RD., THOUSAND OAKS, CA91360",34.2065648,-118.8813
RESIDENTIAL CARE ELDERLY,OUR HOME THOUSAND OAKS 3,ERIKA VASKO-MATE,334 BURTON COURT,THOUSAND OAKS,CA,91360,VENTURA,6,3/4/2012,LICENSED,"334 BURTON COURT, THOUSAND OAKS, CA91360",34.2074918,-118.870556
RESIDENTIAL CARE ELDERLY,OUR HOME THOUSAND OAKS TOO,ERIKA VASKO-MATE,212 WEST GAINSBROUGH ST.,THOUSAND OAKS,CA,91360,VENTURA,6,10/28/2009,LICENSED,"212 WEST GAINSBROUGH ST., THOUSAND OAKS, CA91360",34.1964539,-118.8822197
RESIDENTIAL CARE ELDERLY,OUR HOUSE,"PAGADOR, LIONEL",1916 SHOREVIEW AVENUE,SAN MATEO,CA,94401,SAN MATEO,6,4/20/1999,LICENSED,"1916 SHOREVIEW AVENUE, SAN MATEO, CA94401",37.5719623,-122.301541
RESIDENTIAL CARE ELDERLY,OUR HOUSE,MARY A. KING,201 TAHOLA CT.,PETALUMA,CA,94954,SONOMA,11,4/20/1999,LICENSED,"201 TAHOLA CT., PETALUMA, CA94954",38.2557251,-122.6251144
RESIDENTIAL CARE ELDERLY,OUR HOUSE ON HERMOSA,JOAN E. SUTTON,8334 HERMOSA DR.,SAN GABRIEL,CA,91775,LOS ANGELES,6,5/24/2004,LICENSED,"8334 HERMOSA DR., SAN GABRIEL, CA91775",34.1059579,-118.0873145
RESIDENTIAL CARE ELDERLY,"OUR LADY OF FATIMA VILLA, INC.","MAHONEY, BELLA",20388 SARATOGA-LOS GATOS ROAD,SARATOGA,CA,95070,SANTA CLARA,74,9/15/2004,LICENSED,"20388 SARATOGA-LOS GATOS ROAD, SARATOGA, CA95070",37.2570286,-122.0306202
RESIDENTIAL CARE ELDERLY,OUR LADY OF PEACE RESIDENTIAL CARE HOME,"SANCHEZ, LOLITA D. QUE",1669 WOLFE DRIVE,SAN MATEO,CA,94402,SAN MATEO,6,5/24/1990,LICENSED,"1669 WOLFE DRIVE, SAN MATEO, CA94402",37.5574267,-122.3038432
RESIDENTIAL CARE ELDERLY,OUR LADY OF SOLACE HOME,LOIDA DIMATULAC,469 PEPPER TREE DRIVE,BREA,CA,92821,ORANGE,6,3/10/1998,LICENSED,"469 PEPPER TREE DRIVE, BREA, CA92821",33.9268653,-117.8978268
RESIDENTIAL CARE ELDERLY,OUR LADY PERPETUAL HELP CARE HOME,"ARCAL, ANTONIO D.",1536 VALENCIA AVENUE,STOCKTON,CA,95209,SAN JOAQUIN,6,6/9/2008,LICENSED,"1536 VALENCIA AVENUE, STOCKTON, CA95209",38.0227847,-121.3320977
RESIDENTIAL CARE ELDERLY,OUR SWEET HOME INC #2,"ARUTYUNYAN, TINA",10150 MELVIN AVE,NORTHRIDGE,CA,91324,LOS ANGELES,6,4/6/2011,LICENSED,"10150 MELVIN AVE, NORTHRIDGE, CA91324",34.2553437,-118.5604119
RESIDENTIAL CARE ELDERLY,OUR SWEET HOME INC #3,"ARUTYUNYAN, TINA",21054 VINTAGE ST,CHATSWORTH,CA,91311,LOS ANGELES,6,4/11/2011,LICENSED,"21054 VINTAGE ST, CHATSWORTH, CA91311",34.2510904,-118.5927332
RESIDENTIAL CARE ELDERLY,OUT SWEET HOME INC,"ARUTYUNYAN, TINA",16518 DEVONSHIRE ST,GRANADA HILLS,CA,91344,LOS ANGELES,6,8/7/2009,LICENSED,"16518 DEVONSHIRE ST, GRANADA HILLS, CA91344",NA,NA
RESIDENTIAL CARE ELDERLY,OUTLOOK SENIOR CARE LLC,"MIHALAS, DORICA",805 MO COURT,AUBURN,CA,95603,PLACER,6,4/24/2012,LICENSED,"805 MO COURT, AUBURN, CA95603",38.8660325,-121.096493
RESIDENTIAL CARE ELDERLY,OXFORD MANOR,"WASDYKE, GINA",3180 OXFORD RD.,CAMERON PARK,CA,95682,EL DORADO,6,7/16/2008,LICENSED,"3180 OXFORD RD., CAMERON PARK, CA95682",38.678242,-120.9879795
RESIDENTIAL CARE ELDERLY,O.C. SENIOR LOVE AND CARE,MICHELLE M. LE,9371 EL VALLE AVENUE,FOUNTAIN VALLEY,CA,92708,ORANGE,6,6/1/2015,LICENSED,"9371 EL VALLE AVENUE, FOUNTAIN VALLEY, CA92708",33.7084365,-117.9653413
RESIDENTIAL CARE ELDERLY,O.V. HOMES FOR THE AGED,LISA KAYE CUMMINGS,2421 10TH AVENUE,LOS ANGELES,CA,90018,LOS ANGELES,4,11/22/2010,LICENSED,"2421 10TH AVENUE, LOS ANGELES, CA90018",34.0347632,-118.3287254
RESIDENTIAL CARE ELDERLY,P & P HOMES INC,"ORDINANZA, PAULO C",146 WEDGEWOOD DRIVE,SAN DIEGO,CA,92114,SAN DIEGO,6,5/1/2017,LICENSED,"146 WEDGEWOOD DRIVE, SAN DIEGO, CA92114",32.7039869,-117.0255215
RESIDENTIAL CARE ELDERLY,P & R RESIDENTIAL CARE (FOR ELDERLY),"SAN MIGUEL, PRECILLA",32262 CREST LANE,UNION CITY,CA,94587,ALAMEDA,6,11/1/1995,LICENSED,"32262 CREST LANE, UNION CITY, CA94587",37.6050385,-122.0558154
RESIDENTIAL CARE ELDERLY,PACIFIC BREEZE,MONICA SIHARATH,137 PLAYA DEL REY AVE,OCEANSIDE,CA,92058,SAN DIEGO,6,9/15/2014,LICENSED,"137 PLAYA DEL REY AVE, OCEANSIDE, CA92058",33.241582,-117.326982
RESIDENTIAL CARE ELDERLY,PACIFIC BREEZE HOME,IRINA MAROUSSENKO,29511 ANA MARIA LANE,LAGUNA NIGUEL,CA,92677,ORANGE,6,7/24/2012,LICENSED,"29511 ANA MARIA LANE, LAGUNA NIGUEL, CA92677",33.5338192,-117.713278
RESIDENTIAL CARE ELDERLY,PACIFIC BREEZE HOME II,IRINA MAROUSSENKO,29631 IVY GLENN DRIVE,LAGUNA NIGUEL,CA,92677,ORANGE,6,7/24/2012,LICENSED,"29631 IVY GLENN DRIVE, LAGUNA NIGUEL, CA92677",33.5318293,-117.7126471
RESIDENTIAL CARE ELDERLY,PACIFIC CARE HOME,"JISON, RAFAEL A.",3647 PACIFIC BLVD,SAN MATEO,CA,94403,SAN MATEO,6,2/27/2014,LICENSED,"3647 PACIFIC BLVD, SAN MATEO, CA94403",37.5350005,-122.2939227
RESIDENTIAL CARE ELDERLY,PACIFIC CARE HOME,"BAYONETO, ROBERTO",27671 MIAMI AVENUE,HAYWARD,CA,94545,ALAMEDA,6,2/8/2006,LICENSED,"27671 MIAMI AVENUE, HAYWARD, CA94545",37.6276519,-122.0848347
RESIDENTIAL CARE ELDERLY,PACIFIC CARE HOME II,"ICK, WILHELM O.",3653 PACIFIC BLVD,SAN MATEO,CA,94403,SAN MATEO,6,2/27/2014,LICENSED,"3653 PACIFIC BLVD, SAN MATEO, CA94403",37.5348943,-122.293817
RESIDENTIAL CARE ELDERLY,PACIFIC CARE HOME III,"ICK, WILHELM O.",2880 ST. CLOUD DRIVE,SAN BRUNO,CA,94066,SAN MATEO,6,4/28/2015,LICENSED,"2880 ST. CLOUD DRIVE, SAN BRUNO, CA94066",37.6349963,-122.4549616
RESIDENTIAL CARE ELDERLY,PACIFIC CARE HOME IV,"JISON, RAFAEL",92 WEST 41ST AVENUE,SAN MATEO,CA,94403,SAN MATEO,6,5/30/2017,LICENSED,"92 WEST 41ST AVENUE, SAN MATEO, CA94403",37.5298709,-122.2934651
RESIDENTIAL CARE ELDERLY,PACIFIC ELDERLY CARE,BOYD PADFIELD,10393 GOLD COAST PL,SAN DIEGO,CA,92126,SAN DIEGO,6,3/14/2017,LICENSED,"10393 GOLD COAST PL, SAN DIEGO, CA92126",32.9066667,-117.1318939
RESIDENTIAL CARE ELDERLY,PACIFIC GARDENS,"ZAHODNE, MATTHEW",2384 PACIFIC DR,SANTA CLARA,CA,95051,SANTA CLARA,104,8/31/2004,LICENSED,"2384 PACIFIC DR, SANTA CLARA, CA95051",37.3656377,-121.9954286
RESIDENTIAL CARE ELDERLY,PACIFIC HEAVEN RES. CARE FACILITY FOR THE ELDERLY,BETTY BURGOS,16301 MAGELLAN LANE,HUNTINGTON BEACH,CA,92647,ORANGE,6,10/18/2005,LICENSED,"16301 MAGELLAN LANE, HUNTINGTON BEACH, CA92647",33.7255625,-118.0030756
RESIDENTIAL CARE ELDERLY,PACIFIC HEIGHTS,"NYSTROM, CINDY",4554 BIG HORN DRIVE,REDDING,CA,96002,SHASTA,6,12/17/2013,LICENSED,"4554 BIG HORN DRIVE, REDDING, CA96002",40.5397968,-122.3195315
RESIDENTIAL CARE ELDERLY,PACIFIC HEIGHTS RESIDENTIAL HOME,CHERYLN C. RADDUCK,781 LILAC DRIVE,LOS OSOS,CA,93402,SAN LUIS OBISPO,5,11/9/2007,LICENSED,"781 LILAC DRIVE, LOS OSOS, CA93402",35.3095799,-120.836977
RESIDENTIAL CARE ELDERLY,PACIFIC PINES,"ACERETO, RAMON",5850 MANZANITA AVE.,ANGELUS OAKS,CA,92305,SAN BERNARDINO,15,3/4/2016,LICENSED,"5850 MANZANITA AVE., ANGELUS OAKS, CA92305",34.147216,-116.9813986
RESIDENTIAL CARE ELDERLY,PACIFIC PINES MANOR,"ACERETO, RAMON",1438 PACIFIC ST.,REDLANDS,CA,92373,SAN BERNARDINO,14,4/9/2012,LICENSED,"1438 PACIFIC ST., REDLANDS, CA92373",34.0279838,-117.1717672
RESIDENTIAL CARE ELDERLY,PACIFIC SHORES,MIKE ZUEHL,25422 PACIFICA,MISSION VIEJO,CA,92692,ORANGE,6,3/27/2013,LICENSED,"25422 PACIFICA, MISSION VIEJO, CA92692",33.6105694,-117.6869752
RESIDENTIAL CARE ELDERLY,PACIFIC SHORES OF LAGUNA HILLS,BENIGNO BULANADI,24961 SOUTHPORT STREET,LAGUNA HILLS,CA,92653,ORANGE,6,6/30/2014,LICENSED,"24961 SOUTHPORT STREET, LAGUNA HILLS, CA92653",NA,NA
RESIDENTIAL CARE ELDERLY,PACIFIC SHORES OF LAKE FOREST,BENIGNO BULANADI,21521 MORESBY WAY,LAKE FOREST,CA,92630,ORANGE,6,7/26/2013,LICENSED,"21521 MORESBY WAY, LAKE FOREST, CA92630",33.6504574,-117.6703175
RESIDENTIAL CARE ELDERLY,PACIFIC SHORES OF MISSION VIEJO,ZUEHL HERMINIA AMY,24741 ACROPOLIS DRIVE,MISSION VIEJO,CA,92691,ORANGE,6,6/10/2016,LICENSED,"24741 ACROPOLIS DRIVE, MISSION VIEJO, CA92691",33.6028023,-117.681135
RESIDENTIAL CARE ELDERLY,PACIFIC SUN HOME CARE,RODICA BOHUNITA,25421 PACIFICA AVE.,MISSION VIEJO,CA,92691,ORANGE,6,7/29/2003,LICENSED,"25421 PACIFICA AVE., MISSION VIEJO, CA92691",33.6108595,-117.6865276
RESIDENTIAL CARE ELDERLY,PACIFIC SUN HOME CARE II,RODICA BOHUNITA,24532 SPARTAN STREET,MISSION VIEJO,CA,92691,ORANGE,6,1/23/2007,LICENSED,"24532 SPARTAN STREET, MISSION VIEJO, CA92691",33.6058523,-117.6857518
RESIDENTIAL CARE ELDERLY,PACIFIC SUNRISE HOME  3,MARIA CANTORIA,28128 LOMO DRIVE,RANCHO PALOS VERDES,CA,90275,LOS ANGELES,6,5/7/2015,LICENSED,"28128 LOMO DRIVE, RANCHO PALOS VERDES, CA90275",33.7784167,-118.3927881
RESIDENTIAL CARE ELDERLY,PACIFIC SUNRISE HOME I,MARIA CANTORIA,6917 BEECHFIELD DRIVE,RANCHO PALOS VERDES,CA,90275,LOS ANGELES,6,10/30/2015,LICENSED,"6917 BEECHFIELD DRIVE, RANCHO PALOS VERDES, CA90275",33.781581,-118.400695
RESIDENTIAL CARE ELDERLY,PACIFIC SUNRISE HOME II,MARIA CANTORIA,28122 LOMO DRIVE,RANCHO PALOS VERDES,CA,90275,LOS ANGELES,6,10/30/2015,LICENSED,"28122 LOMO DRIVE, RANCHO PALOS VERDES, CA90275",33.7786249,-118.3927278
RESIDENTIAL CARE ELDERLY,PACIFIC SUNSET - EUREKA SPRINGS,"MUNAR, VICTORINO",3131 CRANE,ESCONDIDO,CA,92027,SAN DIEGO,6,3/17/2010,LICENSED,"3131 CRANE, ESCONDIDO, CA92027",33.1547662,-117.0308478
RESIDENTIAL CARE ELDERLY,PACIFIC VILLAGE,CATHY MILLER,5011 PACIFIC VILLAGE DRIVE,CARPINTERIA,CA,93013,SANTA BARBARA,6,7/9/2012,LICENSED,"5011 PACIFIC VILLAGE DRIVE, CARPINTERIA, CA93013",34.4021507,-119.5150635
RESIDENTIAL CARE ELDERLY,PACIFIC VISTA SENIOR LIVING,"SANTOS, CAROLE",17085 BIRCH HILL RD,RIVERSIDE,CA,92504,RIVERSIDE,6,9/27/2017,LICENSED,"17085 BIRCH HILL RD, RIVERSIDE, CA92504",33.8639155,-117.3638411
RESIDENTIAL CARE ELDERLY,PACIFICA LIVING CENTER,"BALCON, SAMUEL",41130 DENIAN COURT,MURRIETA,CA,92562,RIVERSIDE,6,1/17/2013,LICENSED,"41130 DENIAN COURT, MURRIETA, CA92562",33.573094,-117.2132404
RESIDENTIAL CARE ELDERLY,PACIFICA LIVING CENTER #2,SAMUEL BALCON,40147 GRENACHE COURT,MURRIETA,CA,92563,RIVERSIDE,6,5/12/2015,LICENSED,"40147 GRENACHE COURT, MURRIETA, CA92563",33.5464593,-117.1633343
RESIDENTIAL CARE ELDERLY,PACIFICA ROYALE ASSISTED LIVING COMMUNITY,EDWARD MASLOBODSKY,15022 PACIFIC ST.,MIDWAY CITY,CA,92655,ORANGE,132,4/23/2003,LICENSED,"15022 PACIFIC ST., MIDWAY CITY, CA92655",33.7443457,-117.9910821
RESIDENTIAL CARE ELDERLY,PACIFICA SENIOR LIVING BAKERSFIELD,"BRADFORD, CASSONDRA",3209 BOOKSIDE DR,BAKERSFIELD,CA,93311,KERN,55,7/30/2008,LICENSED,"3209 BOOKSIDE DR, BAKERSFIELD, CA93311",35.325755,-119.0948936
RESIDENTIAL CARE ELDERLY,PACIFICA SENIOR LIVING BAKERSFIELD MEMORY CARE,"BRADFORD, CASSONDRA",3115 BROOKSIDE DR,BAKERSFIELD,CA,93311,KERN,40,7/30/2008,LICENSED,"3115 BROOKSIDE DR, BAKERSFIELD, CA93311",35.3264986,-119.0949117
RESIDENTIAL CARE ELDERLY,PACIFICA SENIOR LIVING CHINO HILLS,"OLMEDO, JULIE",6500 BUTTERFIELD RANCH RD,CHINO HILLS,CA,91709,SAN BERNARDINO,94,7/16/2010,LICENSED,"6500 BUTTERFIELD RANCH RD, CHINO HILLS, CA91709",33.9311519,-117.6626438
RESIDENTIAL CARE ELDERLY,PACIFICA SENIOR LIVING ESCONDIDO,"HALECK, SHELLY",1351 E WASHINGTON AVE,ESCONDIDO,CA,92027,SAN DIEGO,143,11/1/2013,LICENSED,"1351 E WASHINGTON AVE, ESCONDIDO, CA92027",33.1342439,-117.0645881
RESIDENTIAL CARE ELDERLY,PACIFICA SENIOR LIVING HEMET,"HALLECK, SHELLEY",1177 S PALM AVE,HEMET,CA,92543,RIVERSIDE,110,8/14/2017,LICENSED,"1177 S PALM AVE, HEMET, CA92543",33.728571,-116.981258
RESIDENTIAL CARE ELDERLY,PACIFICA SENIOR LIVING HILLSBOROUGH,"LAURITZEN, RYAN",11918 CENTRAL AVE,CHINO,CA,91710,SAN BERNARDINO,156,5/16/2013,LICENSED,"11918 CENTRAL AVE, CHINO, CA91710",34.0376754,-117.6901643
RESIDENTIAL CARE ELDERLY,PACIFICA SENIOR LIVING MERCED,"KING, PATRICIA",3420 R ST,MERCED,CA,95348,MERCED,93,4/27/2015,LICENSED,"3420 R ST, MERCED, CA95348",NA,NA
RESIDENTIAL CARE ELDERLY,PACIFICA SENIOR LIVING MISSION VILLA,"NICKOLAI, KAREN",995 E MARKET ST,DALY CITY,CA,94014,SAN MATEO,60,1/11/2016,LICENSED,"995 E MARKET ST, DALY CITY, CA94014",37.6927795,-122.4560031
RESIDENTIAL CARE ELDERLY,PACIFICA SENIOR LIVING MODESTO,"MCDANIEL, MELISSA",2325 ST PAUL'S WAY,MODESTO,CA,95355,STANISLAUS,73,10/19/2010,LICENSED,"2325 ST PAUL'S WAY, MODESTO, CA95355",37.6658869,-120.9536676
RESIDENTIAL CARE ELDERLY,PACIFICA SENIOR LIVING NEWPORT MESA,SUSAN WEISBARTH,2891 BEAR ST,COSTA MESA,CA,92626,ORANGE,40,6/1/2014,LICENSED,"2891 BEAR ST, COSTA MESA, CA92626",33.6766592,-117.8900832
RESIDENTIAL CARE ELDERLY,PACIFICA SENIOR LIVING NORTHRIDGE,"GUTIERREZ, CRISTINA",8700 N LINDLEY AVE,NORTHRIDGE,CA,91325,LOS ANGELES,110,7/16/2008,LICENSED,"8700 N LINDLEY AVE, NORTHRIDGE, CA91325",34.2293599,-118.5269307
RESIDENTIAL CARE ELDERLY,PACIFICA SENIOR LIVING OAKLAND,"WOOD, CYNTHIA","2330, 2350, 2361 E 29TH ST",OAKLAND,CA,94606,ALAMEDA,197,6/30/2014,LICENSED,"2330, 2350, 2361 E 29TH ST, OAKLAND, CA94606",37.7947186,-122.2252159
RESIDENTIAL CARE ELDERLY,PACIFICA SENIOR LIVING RIVERSIDE,EVA TAWFIK,62800 CLAY ST,RIVERSIDE,CA,92509,RIVERSIDE,92,8/9/2013,LICENSED,"62800 CLAY ST, RIVERSIDE, CA92509",33.968368,-117.4633079
RESIDENTIAL CARE ELDERLY,PACIFICA SENIOR LIVING SAN LEANDRO,KAI YUAN QIAN,348 W JUANA AVE,SAN LEANDRO,CA,94577,ALAMEDA,90,1/22/2009,LICENSED,"348 W JUANA AVE, SAN LEANDRO, CA94577",37.7225286,-122.1571113
RESIDENTIAL CARE ELDERLY,PACIFICA SENIOR LIVING SANTA CLARITA,MELANIE RIVERA,24305 W LYONS AVE,NEWHALL,CA,91321,LOS ANGELES,99,1/30/2009,LICENSED,"24305 W LYONS AVE, NEWHALL, CA91321",34.3791188,-118.5598124
RESIDENTIAL CARE ELDERLY,PACIFICA SENIOR LIVING SOUTH COAST,MANDY TAYLOR,2619 ORANGE AVE,COSTA MESA,CA,92627,ORANGE,98,5/31/2012,LICENSED,"2619 ORANGE AVE, COSTA MESA, CA92627",33.661566,-117.8935399
RESIDENTIAL CARE ELDERLY,PACIFICA SENIOR LIVING UNION CITY,SUSAN WEISBARTH,33883 ALVARADO NILES RD,UNION CITY,CA,94587,ALAMEDA,110,7/1/2014,LICENSED,"33883 ALVARADO NILES RD, UNION CITY, CA94587",37.5893502,-122.0304314
RESIDENTIAL CARE ELDERLY,PACIFICA SENIOR LIVING VACAVILLE,LEE-ALLMOND MELODY,431 NUT TREE RD,VACAVILLE,CA,95687,SOLANO,75,12/7/2016,LICENSED,"431 NUT TREE RD, VACAVILLE, CA95687",38.363972,-121.9539291
RESIDENTIAL CARE ELDERLY,PACIFICARE HOME,EMELITA MAGDALUYO,24622 JEREMIAH DRIVE,DANA POINT,CA,92629,ORANGE,6,5/14/2015,LICENSED,"24622 JEREMIAH DRIVE, DANA POINT, CA92629",33.4860611,-117.7002584
RESIDENTIAL CARE ELDERLY,PAINTBRUSH ASSISTED LIVING AND MEMORY CARE,"BRAKEVILLE, SONDRA",4356 W ASHLAN AVE,FRESNO,CA,93722,FRESNO,110,8/4/2015,LICENSED,"4356 W ASHLAN AVE, FRESNO, CA93722",36.7948489,-119.8705618
RESIDENTIAL CARE ELDERLY,PALARCA REST HOME,"PALARCA, CARMEN S.",1241-26TH AVENUE,SAN FRANCISCO,CA,94122,SAN FRANCISCO,10,7/26/1976,LICENSED,"1241-26TH AVENUE, SAN FRANCISCO, CA94122",37.7642757,-122.4850083
RESIDENTIAL CARE ELDERLY,PALISADES INN,RUTH SARDENA,4706 LEATHERS STREET,SAN DIEGO,CA,92117,SAN DIEGO,6,1/13/2014,LICENSED,"4706 LEATHERS STREET, SAN DIEGO, CA92117",32.8315642,-117.2260452
RESIDENTIAL CARE ELDERLY,"PALISADES VILLA, THE",TANIOS C. EL HABR,16629 W. SUNSET BLVD.,PACIFIC PALISADES,CA,90272,LOS ANGELES,6,12/4/2007,LICENSED,"16629 W. SUNSET BLVD., PACIFIC PALISADES, CA90272",34.0474707,-118.544142
RESIDENTIAL CARE ELDERLY,PALM ASSISTED LIVING LLC,RENUKA GANDHI,2818 TIBURON WAY,BURLINGAME,CA,94010,SAN MATEO,6,2/6/2013,LICENSED,"2818 TIBURON WAY, BURLINGAME, CA94010",37.5817363,-122.3929898
RESIDENTIAL CARE ELDERLY,PALM CREEK RETIREMENT HOME,"SHEPHERD, MARIANNE",7363 E. HERNDON,CLOVIS,CA,93611,FRESNO,6,12/8/2000,LICENSED,"7363 E. HERNDON, CLOVIS, CA93611",36.8370812,-119.6571813
RESIDENTIAL CARE ELDERLY,PALM DELIGHT,MENSURA TABAKOVIC,7461 HELLMAN AVE,RANCHO CUCAMONGA,CA,91730,SAN BERNARDINO,6,12/5/2006,LICENSED,"7461 HELLMAN AVE, RANCHO CUCAMONGA, CA91730",34.1184577,-117.6020547
RESIDENTIAL CARE ELDERLY,PALM GARDEN HOME CARE,"GUIJO, FLORANTE & VERONICA",280 ELSIE DRIVE,DANVILLE,CA,94526,CONTRA COSTA,6,12/2/2005,LICENSED,"280 ELSIE DRIVE, DANVILLE, CA94526",37.8277473,-122.0003274
RESIDENTIAL CARE ELDERLY,PALM GARDEN RETIREMENT HOME,"SHEPHERD, MARIANNE",8891 E. HERNDON,CLOVIS,CA,93619,FRESNO,6,1/17/1990,LICENSED,"8891 E. HERNDON, CLOVIS, CA93619",36.8369889,-119.6296753
RESIDENTIAL CARE ELDERLY,PALM GARDENS,"LOWRY-ANDERSON, TITA",240 PALM AVE,WOODLAND,CA,95695,YOLO,100,6/3/2015,LICENSED,"240 PALM AVE, WOODLAND, CA95695",38.6893403,-121.7697102
RESIDENTIAL CARE ELDERLY,PALM GARDENS WELLNESS HOME,DARYLLEN STONE,5651 WALTON STREET,LONG BEACH,CA,90815,LOS ANGELES,6,10/14/2008,LICENSED,"5651 WALTON STREET, LONG BEACH, CA90815",33.8039757,-118.1214509
RESIDENTIAL CARE ELDERLY,PALM GROVE,"CARSEL, DAN",7710 ELSIE AVENUE,SACRAMENTO,CA,95828,SACRAMENTO,6,8/11/2015,LICENSED,"7710 ELSIE AVENUE, SACRAMENTO, CA95828",38.4739911,-121.4131472
RESIDENTIAL CARE ELDERLY,"PALM HOME CARE, INC.","BATAKOVIC, DRAGAN",1046 HELIX AVE,CHULA VISTA,CA,91911,SAN DIEGO,6,11/21/2008,LICENSED,"1046 HELIX AVE, CHULA VISTA, CA91911",NA,NA
RESIDENTIAL CARE ELDERLY,PALM LIVING,"KAUR, GURPREET",13302 HINAULT DRIVE,BAKERSFIELD,CA,93314,KERN,6,5/7/2014,LICENSED,"13302 HINAULT DRIVE, BAKERSFIELD, CA93314",35.380053,-119.1498731
RESIDENTIAL CARE ELDERLY,PALM RETIREMENT CENTER,SANDRA GUERENA,312 N. ROOSEVELT AVE.,FULLERTON,CA,92832,ORANGE,144,3/15/2011,LICENSED,"312 N. ROOSEVELT AVE., FULLERTON, CA92832",33.8729023,-117.9406565
RESIDENTIAL CARE ELDERLY,PALM SPRINGS ELDERCARE HOME,"E. MALAGAR, T. MALAGAR",657 HIGHLAND DRIVE,PALM SPRINGS,CA,92264,RIVERSIDE,6,7/23/1998,LICENSED,"657 HIGHLAND DRIVE, PALM SPRINGS, CA92264",33.8130203,-116.5091203
